Country Name,Year,GDP_Per_Capita,Development_Score,Development_Level
Croatia,2029,26771.88,69.7,Developing
Croatia,2030,27798.95,70.58,Highly Developed
Croatia,2031,28826.01,71.46,Highly Developed
Croatia,2032,29853.08,72.34,Highly Developed
Croatia,2033,30880.15,73.22,Highly Developed
Croatia,2034,31907.22,74.1,Highly Developed
Croatia,2035,32934.29,74.98,Highly Developed
Croatia,2036,33961.36,75.86,Highly Developed
Croatia,2037,34988.43,76.74,Highly Developed
Croatia,2038,36015.5,77.62,Highly Developed
Croatia,2039,37042.57,78.5,Highly Developed
Croatia,2040,38069.64,79.38,Highly Developed
Cyprus,2025,38148.02,72.27,Highly Developed
Cyprus,2026,39527.93,73.19,Highly Developed
Cyprus,2027,40907.85,74.11,Highly Developed
Cyprus,2028,42287.76,75.03,Highly Developed
Cyprus,2029,43667.68,75.94,Highly Developed
Cyprus,2030,45047.59,76.86,Highly Developed
Cyprus,2031,46427.51,77.78,Highly Developed
Cyprus,2032,47807.42,78.7,Highly Developed
Cyprus,2033,49187.34,79.62,Highly Developed
Cyprus,2034,50567.25,80.54,Highly Developed
Cyprus,2035,51947.17,81.46,Highly Developed
Cyprus,2036,53327.08,82.38,Highly Developed
Cyprus,2037,54707.0,83.3,Highly Developed
Cyprus,2038,56086.91,84.22,Highly Developed
Cyprus,2039,57466.83,85.14,Highly Developed
Cyprus,2040,58846.74,86.06,Highly Developed
Denmark,2025,71347.64,76.89,Highly Developed
Denmark,2026,72851.89,77.26,Highly Developed
Denmark,2027,74356.15,77.64,Highly Developed
Denmark,2028,75860.4,78.01,Highly Developed
Denmark,2029,77364.66,78.39,Highly Developed
Denmark,2030,78868.91,78.77,Highly Developed
Denmark,2031,80373.16,79.14,Highly Developed
Denmark,2032,81877.42,79.52,Highly Developed
Denmark,2033,83381.67,79.9,Highly Developed
Denmark,2034,84885.92,80.27,Highly Developed
Denmark,2035,86390.18,80.65,Highly Developed
Denmark,2036,87894.43,81.02,Highly Developed
Denmark,2037,89398.68,81.4,Highly Developed
Denmark,2038,90902.94,81.78,Highly Developed
Denmark,2039,92407.19,82.15,Highly Developed
Denmark,2040,93911.44,82.53,Highly Developed
Djibouti,2025,3575.06,51.86,Developing
Djibouti,2026,3697.98,53.43,Developing
Djibouti,2027,3820.89,54.99,Developing
Djibouti,2028,3943.8,56.56,Developing
Djibouti,2029,4066.71,58.13,Developing
Djibouti,2030,4189.63,59.69,Developing
Djibouti,2031,4312.54,61.26,Developing
Djibouti,2032,4435.45,62.83,Developing
Djibouti,2033,4558.37,64.39,Developing
Djibouti,2034,4681.28,65.96,Developing
Djibouti,2035,4804.19,67.53,Developing
Djibouti,2036,4927.1,69.09,Developing
Djibouti,2037,5050.02,70.66,Highly Developed
Djibouti,2038,5172.93,72.23,Highly Developed
Djibouti,2039,5295.84,73.79,Highly Developed
Djibouti,2040,5418.76,75.36,Highly Developed
Dominica,2025,9910.46,61.02,Developing
Dominica,2026,10077.45,61.75,Developing
Dominica,2027,10244.43,62.48,Developing
Dominica,2028,10411.42,63.21,Developing
Dominica,2029,10578.4,63.94,Developing
Dominica,2030,10745.39,64.67,Developing
Dominica,2031,10912.37,65.4,Developing
Dominica,2032,11079.36,66.13,Developing
Dominica,2033,11246.34,66.86,Developing
Dominica,2034,11413.33,67.59,Developing
Dominica,2035,11580.31,68.32,Developing
Dominica,2036,11747.3,69.05,Developing
Dominica,2037,11914.28,69.78,Developing
Dominica,2038,12081.27,70.51,Highly Developed
Dominica,2039,12248.25,71.24,Highly Developed
Dominica,2040,12415.24,71.97,Highly Developed
Dominican Republic,2025,10884.09,65.28,Developing
Dominican Republic,2026,11316.15,66.65,Developing
Dominican Republic,2027,11748.21,68.02,Developing
Dominican Republic,2028,12180.26,69.39,Developing
Dominican Republic,2029,12612.32,70.77,Highly Developed
Dominican Republic,2030,13044.38,72.14,Highly Developed
Dominican Republic,2031,13476.44,73.51,Highly Developed
Dominican Republic,2032,13908.49,74.88,Highly Developed
Dominican Republic,2033,14340.55,76.25,Highly Developed
Dominican Republic,2034,14772.61,77.62,Highly Developed
Dominican Republic,2035,15204.67,78.99,Highly Developed
Dominican Republic,2036,15636.72,80.37,Highly Developed
Dominican Republic,2037,16068.78,81.74,Highly Developed
Dominican Republic,2038,16500.84,83.11,Highly Developed
Dominican Republic,2039,16932.9,84.48,Highly Developed
Dominican Republic,2040,17364.95,85.85,Highly Developed
Ecuador,2025,6572.32,60.28,Developing
Ecuador,2026,6626.87,61.1,Developing
Ecuador,2027,6681.43,61.93,Developing
Ecuador,2028,6735.98,62.75,Developing
Ecuador,2029,6790.53,63.57,Developing
Ecuador,2030,6845.09,64.4,Developing
Ecuador,2031,6899.64,65.22,Developing
Ecuador,2032,6954.19,66.04,Developing
Ecuador,2033,7008.75,66.87,Developing
Ecuador,2034,7063.3,67.69,Developing
Ecuador,2035,7117.85,68.51,Developing
Ecuador,2036,7172.4,69.33,Developing
Ecuador,2037,7226.96,70.16,Highly Developed
Ecuador,2038,7281.51,70.98,Highly Developed
Ecuador,2039,7336.06,71.8,Highly Developed
Ecuador,2040,7390.62,72.63,Highly Developed
El Salvador,2025,5528.11,55.63,Developing
El Salvador,2026,5713.99,57.07,Developing
El Salvador,2027,5899.88,58.51,Developing
El Salvador,2028,6085.76,59.95,Developing
El Salvador,2029,6271.64,61.39,Developing
El Salvador,2030,6457.52,62.83,Developing
El Salvador,2031,6643.4,64.27,Developing
El Salvador,2032,6829.29,65.71,Developing
El Salvador,2033,7015.17,67.15,Developing
El Salvador,2034,7201.05,68.59,Developing
El Salvador,2035,7386.93,70.03,Highly Developed
El Salvador,2036,7572.82,71.47,Highly Developed
El Salvador,2037,7758.7,72.91,Highly Developed
El Salvador,2038,7944.58,74.35,Highly Developed
El Salvador,2039,8130.46,75.79,Highly Developed
El Salvador,2040,8316.34,77.23,Highly Developed
Equatorial Guinea,2025,4924.18,52.42,Developing
Equatorial Guinea,2026,4403.84,53.99,Developing
Equatorial Guinea,2027,3883.49,55.56,Developing
Equatorial Guinea,2028,3363.15,57.13,Developing
Equatorial Guinea,2029,2842.8,58.7,Developing
Equatorial Guinea,2030,2322.46,60.27,Developing
Equatorial Guinea,2031,1802.12,61.84,Developing
Equatorial Guinea,2032,1281.77,63.41,Developing
Equatorial Guinea,2033,761.43,64.98,Developing
Equatorial Guinea,2034,241.08,66.55,Developing
Equatorial Guinea,2035,0.0,68.12,Developing
Equatorial Guinea,2036,0.0,69.69,Developing
Equatorial Guinea,2037,0.0,71.25,Highly Developed
Equatorial Guinea,2038,0.0,72.82,Highly Developed
Equatorial Guinea,2039,0.0,74.39,Highly Developed
Equatorial Guinea,2040,0.0,75.96,Highly Developed
Estonia,2025,32376.51,68.59,Developing
Estonia,2026,33721.39,68.98,Developing
Estonia,2027,35066.28,69.37,Developing
Estonia,2028,36411.16,69.76,Developing
Estonia,2029,37756.05,70.15,Highly Developed
Estonia,2030,39100.93,70.55,Highly Developed
Estonia,2031,40445.82,70.94,Highly Developed
Estonia,2032,41790.7,71.33,Highly Developed
Estonia,2033,43135.59,71.72,Highly Developed
Estonia,2034,44480.48,72.11,Highly Developed
Estonia,2035,45825.36,72.5,Highly Developed
Estonia,2036,47170.25,72.89,Highly Developed
Estonia,2037,48515.13,73.28,Highly Developed
Estonia,2038,49860.02,73.68,Highly Developed
Estonia,2039,51204.9,74.07,Highly Developed
Estonia,2040,52549.79,74.46,Highly Developed
Eswatini,2025,3948.47,46.47,Developing
Eswatini,2026,3982.64,48.05,Developing
Eswatini,2027,4016.81,49.63,Developing
Eswatini,2028,4050.98,51.21,Developing
Eswatini,2029,4085.15,52.79,Developing
Eswatini,2030,4119.33,54.37,Developing
Eswatini,2031,4153.5,55.95,Developing
Eswatini,2032,4187.67,57.53,Developing
Eswatini,2033,4221.84,59.11,Developing
Eswatini,2034,4256.01,60.69,Developing
Eswatini,2035,4290.18,62.27,Developing
Eswatini,2036,4324.36,63.85,Developing
Eswatini,2037,4358.53,65.43,Developing
Eswatini,2038,4392.7,67.01,Developing
Eswatini,2039,4426.87,68.59,Developing
Eswatini,2040,4461.04,70.17,Highly Developed
Fiji,2025,5771.09,57.97,Developing
Fiji,2026,5817.3,59.12,Developing
Fiji,2027,5863.51,60.27,Developing
Fiji,2028,5909.71,61.42,Developing
Fiji,2029,5955.92,62.57,Developing
Fiji,2030,6002.12,63.72,Developing
Fiji,2031,6048.33,64.87,Developing
Fiji,2032,6094.53,66.02,Developing
Fiji,2033,6140.74,67.17,Developing
Fiji,2034,6186.94,68.32,Developing
Fiji,2035,6233.15,69.47,Developing
Fiji,2036,6279.35,70.62,Highly Developed
Fiji,2037,6325.56,71.76,Highly Developed
Fiji,2038,6371.77,72.91,Highly Developed
Fiji,2039,6417.97,74.06,Highly Developed
Fiji,2040,6464.18,75.21,Highly Developed
Finland,2025,53902.1,73.17,Highly Developed
Finland,2026,54726.15,73.42,Highly Developed
Finland,2027,55550.21,73.68,Highly Developed
Finland,2028,56374.27,73.93,Highly Developed
Finland,2029,57198.33,74.18,Highly Developed
Finland,2030,58022.38,74.44,Highly Developed
Finland,2031,58846.44,74.69,Highly Developed
Finland,2032,59670.5,74.94,Highly Developed
Finland,2033,60494.56,75.2,Highly Developed
Finland,2034,61318.61,75.45,Highly Developed
Finland,2035,62142.67,75.7,Highly Developed
Finland,2036,62966.73,75.95,Highly Developed
Finland,2037,63790.79,76.21,Highly Developed
Finland,2038,64614.84,76.46,Highly Developed
Finland,2039,65438.9,76.71,Highly Developed
Finland,2040,66262.96,76.97,Highly Developed
France,2025,44724.3,70.22,Highly Developed
France,2026,45328.72,70.62,Highly Developed
France,2027,45933.15,71.02,Highly Developed
France,2028,46537.57,71.42,Highly Developed
France,2029,47142.0,71.82,Highly Developed
France,2030,47746.42,72.22,Highly Developed
France,2031,48350.85,72.62,Highly Developed
France,2032,48955.28,73.02,Highly Developed
France,2033,49559.7,73.42,Highly Developed
France,2034,50164.13,73.82,Highly Developed
France,2035,50768.55,74.22,Highly Developed
France,2036,51372.98,74.62,Highly Developed
France,2037,51977.41,75.01,Highly Developed
France,2038,52581.83,75.41,Highly Developed
France,2039,53186.26,75.81,Highly Developed
France,2040,53790.68,76.21,Highly Developed
Gabon,2025,7914.56,53.24,Developing
Gabon,2026,7958.77,54.26,Developing
Gabon,2027,8002.98,55.28,Developing
Gabon,2028,8047.2,56.29,Developing
Gabon,2029,8091.41,57.31,Developing
Gabon,2030,8135.62,58.33,Developing
Gabon,2031,8179.84,59.35,Developing
Gabon,2032,8224.05,60.36,Developing
Gabon,2033,8268.26,61.38,Developing
Gabon,2034,8312.48,62.4,Developing
Gabon,2035,8356.69,63.41,Developing
Gabon,2036,8400.91,64.43,Developing
Gabon,2037,8445.12,65.45,Developing
Gabon,2038,8489.33,66.47,Developing
Gabon,2039,8533.55,67.48,Developing
Gabon,2040,8577.76,68.5,Developing
Georgia,2025,8101.98,67.17,Developing
Georgia,2026,8533.16,68.89,Developing
Georgia,2027,8964.34,70.61,Highly Developed
Georgia,2028,9395.52,72.34,Highly Developed
Georgia,2029,9826.7,74.06,Highly Developed
Georgia,2030,10257.88,75.78,Highly Developed
Georgia,2031,10689.06,77.5,Highly Developed
Georgia,2032,11120.24,79.22,Highly Developed
Georgia,2033,11551.42,80.94,Highly Developed
Georgia,2034,11982.6,82.66,Highly Developed
Georgia,2035,12413.78,84.38,Highly Developed
Georgia,2036,12844.96,86.11,Highly Developed
Georgia,2037,13276.14,87.83,Highly Developed
Georgia,2038,13707.33,89.55,Highly Developed
Georgia,2039,14138.51,91.27,Highly Developed
Georgia,2040,14569.69,92.99,Highly Developed
Germany,2025,55473.29,73.18,Highly Developed
Germany,2026,56581.03,73.6,Highly Developed
Germany,2027,57688.76,74.02,Highly Developed
Germany,2028,58796.49,74.44,Highly Developed
Germany,2029,59904.23,74.86,Highly Developed
Germany,2030,61011.96,75.29,Highly Developed
Germany,2031,62119.7,75.71,Highly Developed
Germany,2032,63227.43,76.13,Highly Developed
Germany,2033,64335.17,76.55,Highly Developed
Germany,2034,65442.9,76.97,Highly Developed
Germany,2035,66550.63,77.39,Highly Developed
Germany,2036,67658.37,77.82,Highly Developed
Germany,2037,68766.1,78.24,Highly Developed
Germany,2038,69873.84,78.66,Highly Developed
Germany,2039,70981.57,79.08,Highly Developed
Germany,2040,72089.31,79.5,Highly Developed
Ghana,2025,2511.35,58.02,Developing
Ghana,2026,2571.96,60.53,Developing
Ghana,2027,2632.57,63.03,Developing
Ghana,2028,2693.18,65.54,Developing
Ghana,2029,2753.79,68.05,Developing
Ghana,2030,2814.4,70.56,Highly Developed
Ghana,2031,2875.0,73.07,Highly Developed
Ghana,2032,2935.61,75.57,Highly Developed
Ghana,2033,2996.22,78.08,Highly Developed
Ghana,2034,3056.83,80.59,Highly Developed
Ghana,2035,3117.44,83.1,Highly Developed
Ghana,2036,3178.05,85.61,Highly Developed
Ghana,2037,3238.66,88.11,Highly Developed
Ghana,2038,3299.27,90.62,Highly Developed
Ghana,2039,3359.88,93.13,Highly Developed
Ghana,2040,3420.49,95.64,Highly Developed
Greece,2025,22865.0,67.36,Developing
Greece,2026,23302.91,68.43,Developing
Greece,2027,23740.82,69.5,Developing
Greece,2028,24178.72,70.56,Highly Developed
Greece,2029,24616.63,71.63,Highly Developed
Greece,2030,25054.53,72.69,Highly Developed
Greece,2031,25492.44,73.76,Highly Developed
Greece,2032,25930.34,74.82,Highly Developed
Greece,2033,26368.25,75.89,Highly Developed
Greece,2034,26806.16,76.96,Highly Developed
Greece,2035,27244.06,78.02,Highly Developed
Greece,2036,27681.97,79.09,Highly Developed
Greece,2037,28119.87,80.15,Highly Developed
Greece,2038,28557.78,81.22,Highly Developed
Greece,2039,28995.68,82.28,Highly Developed
Greece,2040,29433.59,83.35,Highly Developed
Guinea,2025,1686.5,45.01,Developing
Guinea,2026,1785.94,47.26,Developing
Guinea,2027,1885.38,49.51,Developing
Guinea,2028,1984.82,51.75,Developing
Guinea,2029,2084.26,54.0,Developing
Guinea,2030,2183.7,56.25,Developing
Guinea,2031,2283.14,58.49,Developing
Guinea,2032,2382.59,60.74,Developing
Guinea,2033,2482.03,62.99,Developing
Guinea,2034,2581.47,65.23,Developing
Guinea,2035,2680.91,67.48,Developing
Guinea,2036,2780.35,69.73,Developing
Guinea,2037,2879.79,71.97,Highly Developed
Guinea,2038,2979.23,74.22,Highly Developed
Guinea,2039,3078.67,76.47,Highly Developed
Guinea,2040,3178.11,78.72,Highly Developed
Guinea-Bissau,2025,1044.05,36.83,Underdeveloped
Guinea-Bissau,2026,1081.2,37.46,Underdeveloped
Guinea-Bissau,2027,1118.36,38.08,Underdeveloped
Guinea-Bissau,2028,1155.51,38.71,Underdeveloped
Guinea-Bissau,2029,1192.67,39.33,Underdeveloped
Guinea-Bissau,2030,1229.82,39.96,Underdeveloped
Guinea-Bissau,2031,1266.98,40.58,Developing
Guinea-Bissau,2032,1304.13,41.2,Developing
Guinea-Bissau,2033,1341.28,41.83,Developing
Guinea-Bissau,2034,1378.44,42.45,Developing
Guinea-Bissau,2035,1415.59,43.08,Developing
Guinea-Bissau,2036,1452.75,43.7,Developing
Guinea-Bissau,2037,1489.9,44.33,Developing
Guinea-Bissau,2038,1527.06,44.95,Developing
Guinea-Bissau,2039,1564.21,45.57,Developing
Guinea-Bissau,2040,1601.36,46.2,Developing
Guyana,2025,23186.83,61.16,Developing
Guyana,2026,25228.34,63.15,Developing
Guyana,2027,27269.84,65.13,Developing
Guyana,2028,29311.35,67.11,Developing
Guyana,2029,31352.85,69.1,Developing
Guyana,2030,33394.36,71.08,Highly Developed
Guyana,2031,35435.86,73.07,Highly Developed
Guyana,2032,37477.37,75.05,Highly Developed
Guyana,2033,39518.87,77.03,Highly Developed
Guyana,2034,41560.37,79.02,Highly Developed
Guyana,2035,43601.88,81.0,Highly Developed
Guyana,2036,45643.38,82.99,Highly Developed
Guyana,2037,47684.89,84.97,Highly Developed
Guyana,2038,49726.39,86.96,Highly Developed
Guyana,2039,51767.9,88.94,Highly Developed
Guyana,2040,53809.4,90.92,Highly Developed
Haiti,2025,1921.48,46.56,Developing
Haiti,2026,1981.51,47.92,Developing
Haiti,2027,2041.54,49.27,Developing
Haiti,2028,2101.57,50.62,Developing
Haiti,2029,2161.61,51.97,Developing
Haiti,2030,2221.64,53.32,Developing
Haiti,2031,2281.67,54.68,Developing
Haiti,2032,2341.7,56.03,Developing
Haiti,2033,2401.73,57.38,Developing
Haiti,2034,2461.77,58.73,Developing
Haiti,2035,2521.8,60.08,Developing
Haiti,2036,2581.83,61.44,Developing
Haiti,2037,2641.86,62.79,Developing
Haiti,2038,2701.89,64.14,Developing
Haiti,2039,2761.92,65.49,Developing
Haiti,2040,2821.96,66.84,Developing
Honduras,2025,3310.73,45.96,Developing
Honduras,2026,3425.58,46.42,Developing
Honduras,2027,3540.42,46.88,Developing
Honduras,2028,3655.27,47.33,Developing
Honduras,2029,3770.11,47.79,Developing
Honduras,2030,3884.96,48.24,Developing
Honduras,2031,3999.8,48.7,Developing
Honduras,2032,4114.64,49.15,Developing
Honduras,2033,4229.49,49.61,Developing
Honduras,2034,4344.33,50.07,Developing
Honduras,2035,4459.18,50.52,Developing
Honduras,2036,4574.02,50.98,Developing
Honduras,2037,4688.87,51.43,Developing
Honduras,2038,4803.71,51.89,Developing
Honduras,2039,4918.55,52.35,Developing
Honduras,2040,5033.4,52.8,Developing
Hungary,2025,22906.57,67.76,Developing
Hungary,2026,23874.72,68.4,Developing
Hungary,2027,24842.88,69.04,Developing
Hungary,2028,25811.03,69.68,Developing
Hungary,2029,26779.19,70.32,Highly Developed
Hungary,2030,27747.35,70.96,Highly Developed
Hungary,2031,28715.5,71.6,Highly Developed
Hungary,2032,29683.66,72.24,Highly Developed
Hungary,2033,30651.82,72.88,Highly Developed
Hungary,2034,31619.97,73.52,Highly Developed
Hungary,2035,32588.13,74.16,Highly Developed
Hungary,2036,33556.28,74.8,Highly Developed
Hungary,2037,34524.44,75.44,Highly Developed
Hungary,2038,35492.6,76.08,Highly Developed
Hungary,2039,36460.75,76.72,Highly Developed
Hungary,2040,37428.91,77.37,Highly Developed
Iceland,2025,85258.04,76.83,Highly Developed
Iceland,2026,87884.54,76.82,Highly Developed
Iceland,2027,90511.03,76.8,Highly Developed
Iceland,2028,93137.53,76.79,Highly Developed
Iceland,2029,95764.02,76.77,Highly Developed
Iceland,2030,98390.52,76.76,Highly Developed
Iceland,2031,101017.01,76.75,Highly Developed
Iceland,2032,103643.51,76.73,Highly Developed
Iceland,2033,106270.0,76.72,Highly Developed
Iceland,2034,108896.5,76.7,Highly Developed
Iceland,2035,111522.99,76.69,Highly Developed
Iceland,2036,114149.49,76.68,Highly Developed
Iceland,2037,116775.98,76.66,Highly Developed
Iceland,2038,119402.48,76.65,Highly Developed
Iceland,2039,122028.97,76.63,Highly Developed
Iceland,2040,124655.47,76.62,Highly Developed
India,2025,2698.11,47.73,Developing
India,2026,2806.55,48.96,Developing
India,2027,2914.99,50.19,Developing
India,2028,3023.43,51.43,Developing
India,2029,3131.87,52.66,Developing
India,2030,3240.31,53.89,Developing
India,2031,3348.75,55.12,Developing
India,2032,3457.19,56.35,Developing
India,2033,3565.63,57.58,Developing
India,2034,3674.07,58.81,Developing
India,2035,3782.5,60.04,Developing
India,2036,3890.94,61.27,Developing
India,2037,3999.38,62.5,Developing
India,2038,4107.82,63.73,Developing
India,2039,4216.26,64.96,Developing
India,2040,4324.7,66.19,Developing
Indonesia,2025,5064.9,61.75,Developing
Indonesia,2026,5231.92,63.59,Developing
Indonesia,2027,5398.93,65.44,Developing
Indonesia,2028,5565.95,67.29,Developing
Indonesia,2029,5732.96,69.14,Developing
Indonesia,2030,5899.98,70.99,Highly Developed
Indonesia,2031,6066.99,72.84,Highly Developed
Indonesia,2032,6234.0,74.68,Highly Developed
Indonesia,2033,6401.02,76.53,Highly Developed
Indonesia,2034,6568.03,78.38,Highly Developed
Indonesia,2035,6735.05,80.23,Highly Developed
Indonesia,2036,6902.06,82.08,Highly Developed
Indonesia,2037,7069.08,83.93,Highly Developed
Indonesia,2038,7236.09,85.78,Highly Developed
Indonesia,2039,7403.1,87.62,Highly Developed
Indonesia,2040,7570.12,89.47,Highly Developed
Iraq,2025,5928.52,62.12,Developing
Iraq,2026,6025.32,64.86,Developing
Iraq,2027,6122.11,67.6,Developing
Iraq,2028,6218.91,70.35,Highly Developed
Iraq,2029,6315.71,73.09,Highly Developed
Iraq,2030,6412.5,75.84,Highly Developed
Iraq,2031,6509.3,78.58,Highly Developed
Iraq,2032,6606.1,81.33,Highly Developed
Iraq,2033,6702.89,84.07,Highly Developed
Iraq,2034,6799.69,86.81,Highly Developed
Iraq,2035,6896.49,89.56,Highly Developed
Iraq,2036,6993.28,92.3,Highly Developed
Iraq,2037,7090.08,95.05,Highly Developed
Iraq,2038,7186.88,97.79,Highly Developed
Iraq,2039,7283.67,100.0,Highly Developed
Iraq,2040,7380.47,100.0,Highly Developed
Ireland,2025,120007.11,82.54,Highly Developed
Ireland,2026,125832.7,83.86,Highly Developed
Ireland,2027,131658.29,85.17,Highly Developed
Ireland,2028,137483.88,86.49,Highly Developed
Ireland,2029,143309.46,87.8,Highly Developed
Ireland,2030,149135.05,89.12,Highly Developed
Ireland,2031,154960.64,90.43,Highly Developed
Ireland,2032,160786.23,91.75,Highly Developed
Ireland,2033,166611.81,93.07,Highly Developed
Ireland,2034,172437.4,94.38,Highly Developed
Ireland,2035,178262.99,95.7,Highly Developed
Ireland,2036,184088.58,97.01,Highly Developed
Ireland,2037,189914.16,98.33,Highly Developed
Ireland,2038,195739.75,99.65,Highly Developed
Ireland,2039,201565.34,100.0,Highly Developed
Ireland,2040,207390.93,100.0,Highly Developed
Israel,2025,57194.64,73.79,Highly Developed
Israel,2026,59182.29,74.51,Highly Developed
Israel,2027,61169.94,75.23,Highly Developed
Israel,2028,63157.59,75.95,Highly Developed
Israel,2029,65145.24,76.68,Highly Developed
Israel,2030,67132.89,77.4,Highly Developed
Israel,2031,69120.53,78.12,Highly Developed
Israel,2032,71108.18,78.84,Highly Developed
Israel,2033,73095.83,79.57,Highly Developed
Israel,2034,75083.48,80.29,Highly Developed
Israel,2035,77071.13,81.01,Highly Developed
Israel,2036,79058.78,81.74,Highly Developed
Israel,2037,81046.43,82.46,Highly Developed
Israel,2038,83034.08,83.18,Highly Developed
Israel,2039,85021.73,83.9,Highly Developed
Israel,2040,87009.37,84.63,Highly Developed
Italy,2025,38952.38,71.01,Highly Developed
Italy,2026,39628.06,72.2,Highly Developed
Italy,2027,40303.74,73.39,Highly Developed
Italy,2028,40979.42,74.58,Highly Developed
Italy,2029,41655.11,75.78,Highly Developed
Italy,2030,42330.79,76.97,Highly Developed
Italy,2031,43006.47,78.16,Highly Developed
Italy,2032,43682.15,79.35,Highly Developed
Italy,2033,44357.83,80.55,Highly Developed
Italy,2034,45033.52,81.74,Highly Developed
Italy,2035,45709.2,82.93,Highly Developed
Italy,2036,46384.88,84.12,Highly Developed
Italy,2037,47060.56,85.31,Highly Developed
Italy,2038,47736.24,86.51,Highly Developed
Italy,2039,48411.92,87.7,Highly Developed
Italy,2040,49087.61,88.89,Highly Developed
Jamaica,2025,7427.43,66.85,Developing
Jamaica,2026,7664.17,68.68,Developing
Jamaica,2027,7900.9,70.52,Highly Developed
Jamaica,2028,8137.64,72.35,Highly Developed
Jamaica,2029,8374.37,74.19,Highly Developed
Jamaica,2030,8611.11,76.02,Highly Developed
Jamaica,2031,8847.85,77.85,Highly Developed
Jamaica,2032,9084.58,79.69,Highly Developed
Jamaica,2033,9321.32,81.52,Highly Developed
Jamaica,2034,9558.06,83.36,Highly Developed
Jamaica,2035,9794.79,85.19,Highly Developed
Jamaica,2036,10031.53,87.03,Highly Developed
Jamaica,2037,10268.26,88.86,Highly Developed
Jamaica,2038,10505.0,90.69,Highly Developed
Jamaica,2039,10741.74,92.53,Highly Developed
Jamaica,2040,10978.47,94.36,Highly Developed
Japan,2025,34889.33,69.36,Developing
Japan,2026,34456.87,69.12,Developing
Japan,2027,34024.42,68.89,Developing
Japan,2028,33591.96,68.65,Developing
Japan,2029,33159.5,68.42,Developing
Japan,2030,32727.05,68.18,Developing
Japan,2031,32294.59,67.95,Developing
Japan,2032,31862.13,67.71,Developing
Japan,2033,31429.67,67.48,Developing
Japan,2034,30997.22,67.24,Developing
Japan,2035,30564.76,67.01,Developing
Japan,2036,30132.3,66.77,Developing
Japan,2037,29699.84,66.54,Developing
Japan,2038,29267.39,66.3,Developing
Japan,2039,28834.93,66.07,Developing
Japan,2040,28402.47,65.83,Developing
Jordan,2025,4473.63,65.94,Developing
Jordan,2026,4518.87,67.5,Developing
Jordan,2027,4564.12,69.06,Developing
Jordan,2028,4609.36,70.62,Highly Developed
Jordan,2029,4654.6,72.18,Highly Developed
Jordan,2030,4699.85,73.75,Highly Developed
Jordan,2031,4745.09,75.31,Highly Developed
Jordan,2032,4790.34,76.87,Highly Developed
Jordan,2033,4835.58,78.43,Highly Developed
Jordan,2034,4880.83,79.99,Highly Developed
Jordan,2035,4926.07,81.56,Highly Developed
Jordan,2036,4971.31,83.12,Highly Developed
Jordan,2037,5016.56,84.68,Highly Developed
Jordan,2038,5061.8,86.24,Highly Developed
Jordan,2039,5107.05,87.8,Highly Developed
Jordan,2040,5152.29,89.37,Highly Developed
Kazakhstan,2025,12207.72,70.35,Highly Developed
Kazakhstan,2026,12499.51,71.67,Highly Developed
Kazakhstan,2027,12791.31,72.99,Highly Developed
Kazakhstan,2028,13083.1,74.31,Highly Developed
Kazakhstan,2029,13374.89,75.63,Highly Developed
Kazakhstan,2030,13666.68,76.96,Highly Developed
Kazakhstan,2031,13958.48,78.28,Highly Developed
Kazakhstan,2032,14250.27,79.6,Highly Developed
Kazakhstan,2033,14542.06,80.92,Highly Developed
Kazakhstan,2034,14833.86,82.24,Highly Developed
Kazakhstan,2035,15125.65,83.56,Highly Developed
Kazakhstan,2036,15417.44,84.88,Highly Developed
Kazakhstan,2037,15709.23,86.2,Highly Developed
Kazakhstan,2038,16001.03,87.52,Highly Developed
Kazakhstan,2039,16292.82,88.84,Highly Developed
Kazakhstan,2040,16584.61,90.16,Highly Developed
Kenya,2025,2248.03,39.71,Underdeveloped
Kenya,2026,2317.19,40.2,Developing
Kenya,2027,2386.35,40.7,Developing
Kenya,2028,2455.5,41.19,Developing
Kenya,2029,2524.66,41.68,Developing
Kenya,2030,2593.82,42.17,Developing
Kenya,2031,2662.97,42.66,Developing
Kenya,2032,2732.13,43.15,Developing
Kenya,2033,2801.29,43.64,Developing
Kenya,2034,2870.44,44.13,Developing
Kenya,2035,2939.6,44.62,Developing
Kenya,2036,3008.76,45.11,Developing
Kenya,2037,3077.91,45.6,Developing
Kenya,2038,3147.07,46.09,Developing
Kenya,2039,3216.23,46.58,Developing
Kenya,2040,3285.38,47.07,Developing
Kiribati,2025,2275.23,63.71,Developing
Kiribati,2026,2334.05,66.48,Developing
Kiribati,2027,2392.86,69.25,Developing
Kiribati,2028,2451.67,72.02,Highly Developed
Kiribati,2029,2510.48,74.79,Highly Developed
Kiribati,2030,2569.3,77.55,Highly Developed
Kiribati,2031,2628.11,80.32,Highly Developed
Kiribati,2032,2686.92,83.09,Highly Developed
Kiribati,2033,2745.73,85.86,Highly Developed
Kiribati,2034,2804.55,88.63,Highly Developed
Kiribati,2035,2863.36,91.4,Highly Developed
Kiribati,2036,2922.17,94.16,Highly Developed
Kiribati,2037,2980.98,96.93,Highly Developed
Kiribati,2038,3039.8,99.7,Highly Developed
Kiribati,2039,3098.61,100.0,Highly Developed
Kiribati,2040,3157.42,100.0,Highly Developed
