Country Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Uganda,896.054795546394,862.934610355811,752.696571725656,765.218332297361,792.16570022814,822.171150036357,845.766463890124,882.791717542504,963.067314117178,1002.30913917142,1077.91278452817
Ukraine,3054.908203125,2094.47387695313,2158.46118164063,2604.28759765625,3059.0517578125,3619.86157226563,3709.76928710938,4775.94580078125,4199.6708984375,5139.59814453125,5389.47314453125
Uruguay,18322.4276767157,17125.9016800298,17009.7584207276,19184.6502617082,19249.9404677501,18315.7316980028,15757.5355995779,17881.818721099,20818.6146091144,23019.4221560046,23906.5133029408
United States,54973.4207515712,56572.9188996063,57638.1018367192,59635.0984397965,62499.8744390068,64746.4506778863,63515.9491807833,70205.050916026,76657.2488844403,81032.262117545,84534.0407841548
Uzbekistan,2674.9628382103,2803.19018021751,2753.37951427589,2190.60411562888,1813.08530813664,2041.38480729431,1978.28051860763,2258.51964119278,2578.66689394219,2878.96879292451,3161.70010632875
Vanuatu,2973.09026493408,2854.89412272653,2956.12644801489,3159.86055790126,3206.65748718811,3207.44650452083,3042.98711598286,3107.20312858002,3370.21191956953,3482.61458237637,3410.77023167097
Samoa,3982.68080202084,4084.36083819933,4147.07097674888,4307.59381964907,4231.81409469194,4351.94234943706,4099.59660548583,4021.55934894283,4132.44717734444,4822.74084650019,5392.87761915762
South Africa,6856.73137092522,6112.27382485974,5651.20585165749,6618.33508255701,6914.1780318076,6533.71121032856,5580.60383075189,6828.75624590017,6534.24867783397,6034.27208964673,6267.186814093
Zambia,1707.48573136694,1295.87788680068,1239.08527877713,1483.46577328065,1463.89997855593,1258.98619844462,951.644316655957,1127.16077872857,1447.12310138035,1330.72780576709,1187.10943350064
Zimbabwe,1372.91526173161,1387.12632595026,1408.13945253431,3445.44941020134,2270.89531874302,2184.32923855469,2059.67445384499,2613.60542083552,2536.40050223076,2195.22492079245,2497.20332208763
